rf,std_rf,cp,std_cp,n_quartets,std_quartets,r_d,r_l,coal_unit,model
1.166566687,0.027243009,0.969468533,0.000318819,151.359938,0.851427235,6,1.5,1,MLMSC-II
6.848630274,0.04987744,0.86908986,0.000503869,102.3615177,0.60685056,6,1.5,18,MLMSC-II
3.402919416,0.039733725,0.915541839,0.000421034,125.3416617,0.725585597,6,1.5,9,MLMSC-II
0,0,0.999934535,2.75E-06,1820,0,0,0.4,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,0.5,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,0.7,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,0.9,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,1,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,1.1,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,1.3,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,1.5,1,DLCoal
0,0,0.999934535,2.75E-06,1820,0,0,2,1,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,0.4,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,0.5,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,0.7,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,0.9,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,1,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,1.1,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,1.3,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,1.5,18,DLCoal
0.663467307,0.015473097,0.904091621,0.00016957,1820,0,0,2,18,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,0.4,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,0.5,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,0.7,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,0.9,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,1,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,1.1,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,1.3,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,1.5,9,DLCoal
0.055988802,0.004733756,0.95888764,0.00010693,1820,0,0,2,9,DLCoal
0,0,0.999904813,4.70E-06,1586.925085,1.802094794,1,0.4,1,DLCoal
0.673065387,0.0155451,0.902923669,0.000174409,1565.467566,1.750077637,1,0.4,18,DLCoal
0.047590482,0.004310826,0.957272819,0.000113462,1575.985113,1.766836491,1,0.4,9,DLCoal
0,0,0.999888933,5.25E-06,1512.123155,1.929940337,1,0.5,1,DLCoal
0.706658668,0.015576206,0.902104116,0.000178658,1491.265517,1.852427435,1,0.5,18,DLCoal
0.055988802,0.00466568,0.957016712,0.000116751,1511.371296,1.87295423,1,0.5,9,DLCoal
0,0,0.999859109,7.20E-06,1378.628774,1.996318917,1,0.7,1,DLCoal
0.801439712,0.016726543,0.90230114,0.000188403,1365.784963,1.984735185,1,0.7,18,DLCoal
0.065986803,0.00511505,0.956725527,0.000118105,1370.506239,2.050027823,1,0.7,9,DLCoal
0,0,0.999825345,8.73E-06,1258.416657,2.134625148,1,0.9,1,DLCoal
0.830633873,0.017195428,0.901829934,0.000191188,1241.415237,2.082975338,1,0.9,18,DLCoal
0.081983603,0.00563641,0.956993233,0.000121801,1249.328194,2.082282036,1,0.9,9,DLCoal
0,0,0.999756899,1.22E-05,1142.126885,2.15346777,1,1.1,1,DLCoal
0.936212757,0.018272364,0.902184505,0.000195727,1132.905719,2.148862916,1,1.1,18,DLCoal
0.095180964,0.00612701,0.956511305,0.000128637,1138.575605,2.122655335,1,1.1,9,DLCoal
0,0,0.999681812,1.39E-05,1042.238662,2.143047674,1,1.3,1,DLCoal
0.99540092,0.019273855,0.901451579,0.000202707,1037.340582,2.068015239,1,1.3,18,DLCoal
0.099980004,0.006266781,0.956269135,0.000132205,1040.841562,2.100822878,1,1.3,9,DLCoal
0,0,0.99957757,1.79E-05,955.2576685,2.101331439,1,1.5,1,DLCoal
1.143771246,0.020222348,0.901531162,0.00021056,942.9764747,2.105943002,1,1.5,18,DLCoal
0.138372326,0.007288294,0.956122535,0.000135908,957.8638872,2.088480606,1,1.5,9,DLCoal
0,0,0.999794638,9.45E-06,1199.092761,2.15998516,1,1,1,DLCoal
0.912617477,0.01808555,0.902052815,0.000191291,1181.379344,2.117151664,1,1,18,DLCoal
0.089182164,0.005892542,0.956662974,0.000125292,1189.870236,2.114039233,1,1,9,DLCoal
0,0,0.99927444,2.77E-05,764.5038492,2.003307108,1,2,1,DLCoal
1.432913417,0.022568293,0.901636438,0.000227228,758.1415917,1.979035788,1,2,18,DLCoal
0.189562088,0.008717603,0.955646618,0.000148953,762.6386323,1.97124717,1,2,9,DLCoal
0,0,0.999782715,9.26E-06,1418.181614,2.238787639,2,0.4,1,DLCoal
0.631873625,0.015202794,0.901777984,0.000182783,1377.711368,2.17513763,2,0.4,18,DLCoal
0.042391522,0.004151755,0.955935897,0.00011502,1403.59902,2.19698713,2,0.4,9,DLCoal
0,0,0.999710697,1.26E-05,1293.634773,2.269264444,2,0.5,1,DLCoal
0.703459308,0.016208537,0.90221991,0.000190254,1266.668156,2.180028941,2,0.5,18,DLCoal
0.043191362,0.004150106,0.955755614,0.000124068,1283.979824,2.21647724,2,0.5,9,DLCoal
0,0,0.999479184,1.87E-05,1088.939722,2.290165219,2,0.7,1,DLCoal
0.887422515,0.017933222,0.901400442,0.000204869,1064.427235,2.223748432,2,0.7,18,DLCoal
0.078784243,0.00558857,0.95513247,0.000131968,1086.304999,2.317884416,2,0.7,9,DLCoal
0,0,0.99915865,2.68E-05,922.6863727,2.171964137,2,0.9,1,DLCoal
1.066986603,0.01947374,0.901527871,0.000210764,897.0780044,2.161136476,2,0.9,18,DLCoal
0.111977604,0.006648523,0.95489304,0.000140567,910.5695561,2.183945104,2,0.9,9,DLCoal
0,0,0.99865239,3.72E-05,786.0259348,2.092783327,2,1.1,1,DLCoal
1.24295141,0.021120212,0.900707502,0.000219741,767.554969,2.006030967,2,1.1,18,DLCoal
0.163567287,0.00797467,0.954130885,0.000152665,776.5140672,2.070643542,2,1.1,9,DLCoal
0,0,0.998126327,4.93E-05,666.095111,1.960752455,2,1.3,1,DLCoal
1.49730054,0.023461851,0.900036533,0.000238656,652.2664167,1.902540604,2,1.3,18,DLCoal
0.219556089,0.009231471,0.952940649,0.000159982,660.9293941,1.939428511,2,1.3,9,DLCoal
0,0,0.998898112,3.30E-05,850.6971606,2.174350248,2,1,1,DLCoal
1.167366527,0.020948241,0.901086951,0.000215817,829.0602779,2.134975462,2,1,18,DLCoal
0.136772645,0.007446262,0.954111045,0.000144081,843.5364627,2.165351722,2,1,9,DLCoal
0.00119976,0.00119976,0.997320403,6.28E-05,570.4436013,1.808026017,2,1.5,1,DLCoal
1.75524895,0.02584963,0.899550974,0.000249399,561.9471406,1.827535004,2,1.5,18,DLCoal
0.288342332,0.010828895,0.952270176,0.000172783,563.0421616,1.800582207,2,1.5,9,DLCoal
0.00879824,0.002035605,0.9952893,9.50E-05,387.7636173,1.487537789,2,2,1,DLCoal
2.576284743,0.030195754,0.89673679,0.00029245,379.8369126,1.476047201,2,2,18,DLCoal
0.585482903,0.015268976,0.948887718,0.00020196,386.9022296,1.509957995,2,2,9,DLCoal
0,0,0.999533632,1.58E-05,1291.325185,2.501074315,3,0.4,1,DLCoal
0.620275945,0.015428174,0.902081842,0.00018819,1246.691422,2.371105706,3,0.4,18,DLCoal
0.036792641,0.003842688,0.954924577,0.000127454,1270.022625,2.437033933,3,0.4,9,DLCoal
0,0,0.999288214,2.22E-05,1149.532104,2.479088016,3,0.5,1,DLCoal
0.717856429,0.016338373,0.901772313,0.00019708,1100.480904,2.340795553,3,0.5,18,DLCoal
0.051189762,0.004537808,0.954424599,0.000131915,1122.0995,2.38577632,3,0.5,9,DLCoal
0,0,0.998498187,3.81E-05,899.89979,2.305582501,3,0.7,1,DLCoal
0.99620076,0.019668242,0.901643098,0.000218177,867.0563487,2.195689697,3,0.7,18,DLCoal
0.100379924,0.006252724,0.953172533,0.000144645,883.6815537,2.245863996,3,0.7,9,DLCoal
0,0,0.997397346,5.66E-05,710.5174465,2.106682146,3,0.9,1,DLCoal
1.299740052,0.021781935,0.900166515,0.000231415,689.5091482,2.03778533,3,0.9,18,DLCoal
0.165966807,0.008260524,0.952700843,0.000160161,699.1337233,2.08339537,3,0.9,9,DLCoal
0,0,0.996112628,7.59E-05,574.3355529,1.875008888,3,1.1,1,DLCoal
1.655668866,0.024838661,0.8987562,0.000249239,553.7110678,1.820383561,3,1.1,18,DLCoal
0.25874825,0.010207172,0.95061763,0.000173892,563.8546391,1.859028349,3,1.1,9,DLCoal
0.00519896,0.001547293,0.994617552,9.71E-05,463.7223055,1.699200464,3,1.3,1,DLCoal
2.151569686,0.028214273,0.89720946,0.000272701,446.5268546,1.645036262,3,1.3,18,DLCoal
0.405918816,0.012941634,0.948364676,0.000196001,453.8395421,1.664695332,3,1.3,9,DLCoal
0,0,0.996868554,6.42E-05,643.9436713,1.977623403,3,1,1,DLCoal
1.520095981,0.023991125,0.899583288,0.000242714,624.7811938,1.954851894,3,1,18,DLCoal
0.217156569,0.009277365,0.951374294,0.000167251,629.9466007,1.989446689,3,1,9,DLCoal
0.019596081,0.003310739,0.992646647,0.000123946,374.0069586,1.492306989,3,1.5,1,DLCoal
2.554289142,0.031298954,0.895692758,0.000295836,365.2921716,1.453081779,3,1.5,18,DLCoal
0.633873225,0.016298826,0.945611693,0.000223207,367.8596481,1.450051725,3,1.5,9,DLCoal
0.216756649,0.01195378,0.986824061,0.000197517,226.1014997,1.095517614,3,2,1,DLCoal
3.982403519,0.038119384,0.888631354,0.00035908,222.2221456,1.067580312,3,2,18,DLCoal
1.398120376,0.024597006,0.93822554,0.000281156,225.4442312,1.070563989,3,2,9,DLCoal
0,0,0.99907592,2.54E-05,1201.658728,2.677228314,4,0.4,1,DLCoal
0.565486903,0.014652958,0.903083746,0.000192396,1137.330434,2.497181667,4,0.4,18,DLCoal
0.047990402,0.004328458,0.953774564,0.000127269,1173.223955,2.554027707,4,0.4,9,DLCoal
0,0,0.998579616,3.35E-05,1034.689882,2.519204691,4,0.5,1,DLCoal
0.75304939,0.016902766,0.901975052,0.000203341,982.5942412,2.386214038,4,0.5,18,DLCoal
0.061187762,0.004903698,0.953229457,0.000137873,1008.754449,2.436894633,4,0.5,9,DLCoal
0.00039992,0.00039992,0.997180711,5.57E-05,768.9881224,2.252531802,4,0.7,1,DLCoal
1.064987003,0.020153261,0.90117051,0.000227336,735.6256249,2.155718672,4,0.7,18,DLCoal
0.119176165,0.006907192,0.951483492,0.000155402,750.4839032,2.20669088,4,0.7,9,DLCoal
0.00119976,0.000692543,0.994968062,8.48E-05,574.780244,1.912802015,4,0.9,1,DLCoal
1.562087582,0.024101508,0.899539126,0.000249357,550.820076,1.857571616,4,0.9,18,DLCoal
0.24155169,0.009999411,0.948485117,0.000179475,568.2029194,1.893218702,4,0.9,9,DLCoal
0.00839832,0.00199627,0.992735725,0.000112581,442.495201,1.696008662,4,1.1,1,DLCoal
2.067586483,0.028057954,0.897281427,0.000280311,420.1860428,1.605712185,4,1.1,18,DLCoal
0.450309938,0.013683517,0.94599886,0.000201813,436.3088882,1.683824828,4,1.1,9,DLCoal
0.00479904,0.0015984,0.993933414,9.65E-05,505.6316237,1.797435024,4,1,1,DLCoal
1.821235753,0.026388409,0.898367914,0.000264275,485.6307139,1.764423254,4,1,18,DLCoal
0.322335533,0.011425835,0.947505899,0.000191514,493.2218556,1.784218546,4,1,9,DLCoal
0.052789442,0.00574769,0.989391319,0.000151696,340.7706059,1.454632884,4,1.3,1,DLCoal
2.74825035,0.032381973,0.894141037,0.00030783,327.1063087,1.377052662,4,1.3,18,DLCoal
0.779044191,0.01853335,0.941723415,0.000230654,334.3883123,1.414408909,4,1.3,9,DLCoal
0.163967207,0.010089674,0.985399382,0.000196722,265.0637572,1.228580086,4,1.5,1,DLCoal
3.540491902,0.036976324,0.889561898,0.000344796,253.9770246,1.18829356,4,1.5,18,DLCoal
1.180163967,0.022638118,0.937680428,0.000272671,261.6172366,1.23638112,4,1.5,9,DLCoal
0.930613877,0.02460398,0.976148037,0.000293372,146.3160568,0.817737873,4,2,1,DLCoal
5.408921933,0.061059652,0.8792524,0.000591777,144.1813569,1.112794607,4,2,18,DLCoal
2.598680264,0.034741052,0.925687286,0.000368203,147.9443911,0.816219653,4,2,9,DLCoal
2.220755849,0.037755613,0.964544301,0.000373271,103.180134,0.660459205,5,2,1,DLCoal
6.722292457,0.051107009,0.867475026,0.000516609,99.48825327,0.642116831,5,2,18,DLCoal
4.024795041,0.04366939,0.911168535,0.000440842,101.4140372,0.63192368,5,2,9,DLCoal
0,0,0.998618741,3.16E-05,1128.840672,2.749148345,5,0.4,1,DLCoal
0.50669866,0.014038576,0.903199517,0.000200099,1056.172705,2.5513198,5,0.4,18,DLCoal
0.031193761,0.003504696,0.953091532,0.000131187,1107.974425,2.651218249,5,0.4,9,DLCoal
0,0,0.997734514,4.48E-05,948.9060788,2.572240549,5,0.5,1,DLCoal
0.701059788,0.016541725,0.902614633,0.000209339,890.9469606,2.422444393,5,0.5,18,DLCoal
0.049990002,0.004487324,0.951532491,0.000144532,925.2252549,2.442581264,5,0.5,9,DLCoal
0,0,0.995423769,7.64E-05,672.0833633,2.173472556,5,0.7,1,DLCoal
1.124975005,0.021045357,0.900846687,0.000235164,635.4435213,2.072862632,5,0.7,18,DLCoal
0.157968406,0.008136028,0.949251076,0.000165577,657.0078584,2.110073231,5,0.7,9,DLCoal
0.00679864,0.002076028,0.991667578,0.000118329,485.2992102,1.845137456,5,0.9,1,DLCoal
1.763647271,0.026630122,0.898058387,0.000269639,461.2055589,1.744302267,5,0.9,18,DLCoal
0.340731854,0.012031075,0.945349375,0.000199877,474.595101,1.764952266,5,0.9,9,DLCoal
0.060787842,0.005896937,0.987711574,0.000159362,352.5940112,1.489110267,5,1.1,1,DLCoal
2.596680664,0.031505264,0.894730291,0.000304326,336.0614277,1.412037982,5,1.1,18,DLCoal
0.725054989,0.017903461,0.940101691,0.000236844,345.530204,1.492240433,5,1.1,9,DLCoal
0.021195761,0.003587138,0.989684848,0.000139909,414.2169566,1.682041773,5,1,1,DLCoal
2.111577684,0.028978296,0.896497709,0.000285184,397.3839032,1.600055638,5,1,18,DLCoal
0.527894421,0.014747571,0.942534154,0.000217338,407.2104479,1.622587294,5,1,9,DLCoal
0.213557289,0.011375893,0.982904894,0.000204247,264.8916017,1.233958378,5,1.3,1,DLCoal
3.5044991,0.037357286,0.889121781,0.000347852,250.3474505,1.173826045,5,1.3,18,DLCoal
1.283743251,0.024162325,0.934336331,0.000278691,260.2603279,1.254816988,5,1.3,9,DLCoal
0.562287542,0.01897477,0.977512264,0.000254919,198.4964307,1.024387707,5,1.5,1,DLCoal
4.334733053,0.040360135,0.884569365,0.000384991,193.0089882,0.99577286,5,1.5,18,DLCoal
1.926814637,0.029920386,0.92869317,0.000323009,194.6043491,1.010727115,5,1.5,9,DLCoal
3.741863075,0.112882422,0.952448459,0.00106402,77.32845118,1.25776418,6,2,1,DLCoal
8.098173516,0.064805696,0.853691632,0.000696419,73.77043379,0.59139193,6,2,18,DLCoal
5.628812459,0.088177196,0.895486943,0.000956392,74.15285529,0.893763974,6,2,9,DLCoal
0,0,0.997954975,3.97E-05,1080.317107,2.796212646,6,0.4,1,DLCoal
0.48910218,0.014162843,0.903756386,0.000199217,1000.717077,2.61506902,6,0.4,18,DLCoal
0.028794241,0.003416403,0.951948802,0.000134883,1055.180134,2.714124707,6,0.4,9,DLCoal
0,0,0.996833174,5.39E-05,888.8103279,2.578486407,6,0.5,1,DLCoal
0.677864427,0.01626864,0.903609994,0.000207399,826.3919816,2.36075672,6,0.5,18,DLCoal
0.061187762,0.004870967,0.950398287,0.000146602,864.7307239,2.486600649,6,0.5,9,DLCoal
0.00079984,0.000565516,0.993011574,9.73E-05,601.6227554,2.127912014,6,0.7,1,DLCoal
1.218556289,0.021835507,0.900909285,0.000244987,569.019866,1.99838627,6,0.7,18,DLCoal
0.187962408,0.008905995,0.946778854,0.000180401,590.5085583,2.046256574,6,0.7,9,DLCoal
0.028794241,0.003938406,0.988548049,0.000143977,419.0380424,1.705846967,6,0.9,1,DLCoal
2.020795841,0.028482824,0.896414418,0.000283472,392.0618676,1.595433807,6,0.9,18,DLCoal
0.536692661,0.015766133,0.940773147,0.000222871,402.9516197,1.66142356,6,0.9,9,DLCoal
0.170765847,0.010616219,0.982924492,0.000203484,294.2061188,1.372536214,6,1.1,1,DLCoal
3.012997401,0.034116468,0.8912266,0.000329179,281.1396421,1.295108524,6,1.1,18,DLCoal
1.048990202,0.022064055,0.934924161,0.00026737,289.1988502,1.343354511,6,1.1,9,DLCoal
0.081583683,0.007015605,0.985724108,0.000170034,347.5129874,1.552538294,6,1,1,DLCoal
2.463507299,0.031575057,0.893895461,0.000302607,331.6355929,1.420789104,6,1,18,DLCoal
0.713857229,0.017778582,0.938392759,0.000244614,341.7691662,1.480656909,6,1,9,DLCoal
0.576284743,0.019470236,0.975713238,0.000259732,211.7469006,1.09503787,6,1.3,1,DLCoal
4.183163367,0.040040083,0.884061836,0.000383059,201.7089582,1.049432349,6,1.3,18,DLCoal
1.820435913,0.028643079,0.928173864,0.000315351,206.4390822,1.070090288,6,1.3,9,DLCoal
1.194561088,0.027445893,0.969536258,0.000311564,154.5489702,0.876691728,6,1.5,1,DLCoal
5.338600451,0.075466749,0.875562397,0.000729729,149.1473194,1.411661031,6,1.5,18,DLCoal
2.843831234,0.036283577,0.918871906,0.000378152,150.0933413,0.843319082,6,1.5,9,DLCoal